0,0,260
-204.9,286.1,269
41.9,565.7,256
8.1,870,247
27.2,1195.9,241
-7,1527,236
190.3,1894.2,234
-78.8,2222.6,234
414.8,2380.9,233
602.4,86.7,253
795.1,386.7,253
965.4,676.2,246
1043.8,988.5,239
1202.3,1269,235
1313.8,1580.7,235
1362.8,1919.5,230
1424.8,2225.1,223
711.8,-766.6,255
1107.7,-503.6,250
1350.9,-206.8,246
1705.8,50.9,239
1949.7,315.4,241
2045.2,603.6,237
2256.4,890.3,234
2331.4,1210.7,229
2451,1517.1,226
2548.5,1800.4,224
2682.7,2068.3,223
2816.2,2348.8,220
1946.5,-1595.2,274
2201.9,-1358.8,269
2357.1,-1060.7,262
2500.9,-787.6,257
2650.9,-516.6,251
2802.7,-212.6,245
2909.2,102.8,241
2982.2,372.5,237
3173.6,690.7,230
3283.3,997.4,224
3432.1,1310.3,220
3562.9,1629.4,219
3785.2,1931.9,214
3947.6,2337.7,214
